TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6
2987136,0,88688,30,W,2392,360,150,mastercard,166,debit,87,,,,,8,7,0,0,5,5,0,0,6,0,8,0,16,7,72,72,8,,,,,,,72,,,,,72,,,,,,T
2987137,0,88704,56.95,W,1675,174,150,visa,226,debit,87,55,,yahoo.com,,131,120,0,0,103,101,0,0,79,0,94,0,453,105,108,108,35,107,35,,,,,107,107,,,,107,T,T,T,,,F
2987138,0,88725,100,H,16075,514,150,mastercard,102,credit,87,,,yahoo.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,94,0,,,,,,,,,,,,
2987139,0,88735,129.299,C,9026,545,185,visa,137,credit,,,,prodigy.net.mx,prodigy.net.mx,1,2,0,1,0,1,1,0,0,0,2,2,2,1,164,164,163,163,163,163,163,,,0,,163,,,0,,,,M2,,
2987140,0,88743,208.43,W,9992,455,150,mastercard,166,debit,87,4,,gmail.com,,5,6,0,0,7,5,0,0,4,0,5,0,15,5,10,10,4,0,0,,,,,9,9,,,,9,T,T,T,,,F
2987141,0,88755,200,R,8194,325,150,visa,195,debit,87,,6,anonymous.com,anonymous.com,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,,,,,,,766,0,,,,,,,,,,,,
2987142,0,88777,23.806,C,15885,545,185,visa,138,debit,,,,anonymous.com,anonymous.com,1,4,0,1,0,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,M2,,
2987143,0,88778,100,W,1764,158,150,visa,226,debit,87,,,gmail.com,,3,2,0,0,2,3,0,0,2,0,2,0,17,3,59,59,25,479,25,,,,,479,,,,,479,,,,,,T
2987144,0,88803,200,R,8194,325,150,visa,195,debit,87,,6,anonymous.com,anonymous.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,766,0,,,,,,,,,,,,
2987145,0,88805,100,R,8260,399,150,american express,150,credit,87,,,anonymous.com,anonymous.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987146,0,88818,23.806,C,15885,545,185,visa,138,debit,,,,anonymous.com,anonymous.com,1,5,0,1,0,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,M2,,
2987147,0,88819,25.95,W,11279,354,143,visa,226,debit,87,,,gmail.com,,4,5,0,0,4,3,0,0,2,0,3,0,13,3,369,171,0,369,0,,,,,169,,,,,362,,,,,,F
2987148,0,88842,30,H,14858,558,150,visa,226,debit,87,,,yahoo.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987149,0,88849,43.95,W,12873,535,150,visa,226,debit,87,,,yahoo.com,,3,4,0,0,3,2,0,0,2,0,3,0,7,2,37,37,0,36,0,,,,,30,,,,,36,,,,,,
2987150,0,88880,117,W,12695,490,150,visa,226,debit,87,,,hotmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,120,,,,M0,F,F
2987151,0,88897,49,W,12577,268,150,visa,166,debit,87,,,gmail.com,,16,16,0,0,10,12,0,0,9,0,13,0,52,10,239,239,1,426,15,,,,,426,,,,,426,,,,M0,T,F
2987152,0,88907,587.82,W,14349,170,150,mastercard,195,credit,87,9,,gmail.com,,2,2,0,0,1,1,0,0,1,0,2,0,2,1,0,0,0,0,0,,,,,0,0,,,,0,T,T,F,,,T
2987153,0,88910,29,W,14165,111,150,mastercard,224,debit,87,10,,me.com,,4,2,0,0,0,1,0,0,2,0,2,0,10,4,57,57,0,244,0,,,,,140,314,,,,444,T,T,T,M0,F,F
2987154,0,88912,35.95,W,14605,528,150,visa,226,debit,87,3,,gmail.com,,25,20,0,0,17,17,0,0,14,0,18,0,88,19,248,248,33,247,23,,,,,247,0,,,,247,T,T,F,,,T
2987155,0,88943,479.95,W,6053,122,150,mastercard,195,debit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,F
2987156,0,88965,50,R,3334,583,150,visa,226,credit,87,,,comcast.net,comcast.net,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987157,0,88997,30,W,14025,479,150,visa,226,debit,87,,,,,1,1,0,0,1,0,0,0,1,0,1,0,32,1,453,453,11,,,,,,,453,,,,,453,,,,,,F
2987158,0,88997,171,W,10023,111,150,visa,226,debit,87,12,,gmail.com,,2,1,0,0,0,2,0,0,1,0,2,0,0,0,0,,,433,433,,,,,433,267,,,,0,T,T,T,M0,T,T
2987159,0,89072,92.95,W,17188,321,150,visa,226,debit,87,0,,anonymous.com,,1,1,0,0,1,2,0,0,1,0,1,0,13,1,457,457,30,0,,,,,,457,424,,,,457,T,T,F,,,F
2987160,0,89075,29,W,8431,269,150,mastercard,224,debit,87,,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,,,,,,,0,,,,,0,,,,M1,T,F
2987161,0,89085,107.95,W,9500,321,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,4,1,0,0,1,0,1,0,5,1,125,125,59,124,59,,,,,124,,,,,124,,,,,,T
2987162,0,89095,100,W,15651,417,150,visa,226,debit,87,,,gmail.com,,4,3,0,0,0,4,0,0,5,0,3,0,34,3,217,217,0,442,0,,,,,442,,,,,335,,,,M1,T,F
2987163,0,89103,973.95,W,17188,321,150,visa,226,debit,87,32,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,,,F
2987164,0,89133,34,W,13641,111,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,M0,F,
2987165,0,89134,39,W,1974,111,150,visa,226,debit,87,801,,,,1,1,0,0,0,0,0,0,1,0,1,0,1,1,8,8,7,,,,,,,7,7,,,,7,T,T,T,M0,F,T
2987166,0,89147,26.5,W,11919,170,150,mastercard,224,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,0,,,,,,0,,,,,0,,,,M0,T,F
2987167,0,89169,100,H,6019,583,150,visa,226,credit,87,,,optonline.net,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987168,0,89180,36.95,W,15497,490,150,visa,226,debit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,3,1,32,32,1,31,1,,,,,426,,,,,426,,,,,,T
2987169,0,89185,100,W,6951,111,150,visa,226,debit,87,2355,,yahoo.com,,1,1,0,0,1,1,0,0,2,0,1,0,5,1,146,146,55,145,55,,,,,145,0,,,,145,T,F,F,,,F
2987170,0,89189,20,W,10989,360,150,visa,166,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,0,0,1,0,3,1,14,14,11,14,11,,,,,14,,,,,14,,,,M1,T,F
2987171,0,89211,34,W,3570,512,150,visa,226,debit,87,7,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,T
2987172,0,89225,159.95,W,7063,170,150,mastercard,102,credit,87,16,,yahoo.com,,5,2,0,0,2,2,0,0,3,0,2,0,15,5,358,358,91,475,0,,,,,475,358,,,,100,T,T,F,,,T
2987173,0,89230,25,H,4436,174,150,visa,183,debit,87,,,gmail.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987174,0,89250,107.95,W,9500,321,150,visa,226,debit,87,1111,,gmail.com,,3,3,0,0,7,1,0,0,2,0,2,0,31,3,60,60,15,413,15,,,,,15,276,,,,413,T,T,T,,,F
2987175,0,89268,117,W,18227,583,150,visa,226,credit,87,1,,hotmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,T
2987176,0,89283,39,W,15066,170,150,mastercard,102,credit,87,,,,,2,1,0,0,0,0,0,0,1,0,2,0,2,2,0,,,,,,,,,7,,,,,0,,,,M0,F,F
2987177,0,89341,306.47,W,16132,111,150,visa,226,debit,87,,,yahoo.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,F
2987178,0,89372,445,W,14290,512,150,visa,226,debit,87,11,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,F,T
2987179,0,89393,424.95,W,15497,490,150,visa,226,debit,87,22,,gmail.com,,2,1,0,0,1,2,0,0,1,0,2,0,3,2,154,154,153,15,15,,,,,153,153,,,,0,T,T,T,,,F
2987180,0,89404,83.95,W,4348,147,150,visa,195,debit,87,,,yahoo.com,,3,3,0,0,1,1,0,0,2,0,3,0,4,3,0,,,0,,,,,,0,,,,,0,,,,,,T
2987181,0,89437,171,W,16632,215,150,mastercard,166,debit,87,6,,gmail.com,,2,6,0,0,1,2,0,0,1,0,1,0,17,2,151,151,17,232,23,,,,,232,150,,,,232,T,T,T,M0,T,F
2987182,0,89439,311.95,W,15497,490,150,visa,226,debit,87,2,,,,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,,,,,,,,,0,0,,,,0,T,T,T,,,F
2987183,0,89444,200,H,10047,111,150,visa,226,credit,87,,,embarqmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987184,0,89466,112.99,W,7508,321,150,visa,226,debit,87,1568,,gmail.com,,2,1,0,0,0,2,0,0,1,0,1,0,1,1,0,,,0,,,,,,268,268,,,,268,T,T,T,M0,T,F
2987185,0,89483,359.91,W,6209,480,150,mastercard,219,credit,87,,,,,2,1,0,0,1,1,0,0,1,0,1,0,2,2,0,,,,,,,,,63,,,,,63,,,,,,T
2987186,0,89513,117,W,3278,453,150,visa,226,debit,87,83,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M1,F,F
2987187,0,89542,50,W,16930,265,150,visa,226,debit,87,,,,,4,3,0,0,1,0,0,0,2,0,3,0,4,3,37,37,37,,,,,,,37,,,,,37,,,,,,F
2987188,0,89545,12,S,12866,303,150,visa,226,debit,87,,174,,,2,13,0,3,0,1,0,13,0,104,6,0,201,2,94,94,,,,,,81,0,,,,,,591,,,,,,
2987189,0,89561,57.399,C,8755,500,185,mastercard,224,credit,,,317,gmail.com,gmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M0,,
2987190,0,89565,32.325,C,5458,266,185,mastercard,224,credit,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,,,0,,0,,,,0,,0,0,0,0,,,,M2,,
2987191,0,89597,26.5,W,13886,388,150,visa,226,debit,87,,,gmail.com,,2,2,0,0,0,1,0,0,0,0,1,0,1,1,0,,,0,0,,,,,0,,,,,0,,,,M0,T,F
2987192,0,89600,5.982,C,3154,408,185,mastercard,224,debit,,,73,anonymous.com,anonymous.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M2,,
2987193,0,89611,28.699,C,4504,500,185,mastercard,219,credit,,,,hotmail.com,hotmail.com,1,2,0,1,0,1,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,,,0,,0,,,0,,,,M0,,
2987194,0,89624,1486.44,W,11556,309,150,visa,226,debit,87,,,comcast.net,,1,1,0,0,1,1,0,0,1,0,1,0,2,1,30,30,30,30,30,,,,,30,,,,,30,,,,,,F
2987195,0,89625,59,W,17400,174,150,visa,226,debit,87,18,,icloud.com,,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,F
2987196,0,89633,8.641,C,2115,415,185,mastercard,195,credit,,,240,anonymous.com,anonymous.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,2,0,,,,M0,,
2987197,0,89663,66,H,7826,481,150,mastercard,224,debit,87,,,aol.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987198,0,89663,15,H,2884,490,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987199,0,89665,19.455,C,15885,545,185,visa,138,debit,,,,live.com.mx,live.com.mx,2,4,0,1,0,1,1,4,0,3,1,1,4,2,0,,,398,48,398,48,,,0,,398,0,0,363,,,,M2,,
2987200,0,89666,34,W,12577,268,150,visa,166,debit,87,17,,gmail.com,,2,2,0,0,0,1,0,0,1,0,2,0,4,2,93,93,93,430,93,,,,,93,257,,,,190,T,T,T,M0,F,F
2987201,0,89699,2547.46,W,11106,100,150,visa,226,credit,87,17,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,F,F,,,F
2987202,0,89719,47.95,W,5254,414,143,visa,226,debit,87,,,gmail.com,,3,2,0,0,1,1,0,0,0,0,2,0,4,3,0,,,45,18,,,,,45,,,,,45,,,,,,F
2987203,1,89760,445,W,18268,583,150,visa,226,credit,87,,,aol.com,,2,2,0,0,0,2,0,0,2,0,1,0,4,2,57,57,52,0,,,,,,80,,,,,374,,,,M0,F,T
2987204,0,89785,47.95,W,13366,437,150,visa,226,debit,87,6,,gmail.com,,6,4,0,0,1,3,0,0,1,0,2,0,6,3,72,72,10,71,9,,,,,76,76,,,,76,T,T,T,,,T
2987205,0,89793,28.699,C,1085,500,185,mastercard,219,credit,,,,hotmail.com,hotmail.com,2,3,0,1,0,1,1,0,0,0,2,2,2,2,0,,,0,0,0,0,,,0,,0,,,0,,,,M0,,
2987206,0,89793,39,W,6621,555,150,visa,226,debit,87,30,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,
2987207,0,89828,25,H,6019,583,150,visa,226,credit,87,,,yahoo.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987208,0,89834,120.95,W,5433,555,150,visa,166,debit,87,,,yahoo.com,,8,7,0,0,8,6,0,0,3,0,7,0,19,7,151,151,15,151,15,,,,,49,,,,,151,,,,,,F
2987209,0,89836,21.993,C,10876,104,185,visa,137,credit,,,4,anonymous.com,anonymous.com,2,2,0,1,0,1,1,1,0,2,2,2,2,2,0,,,24,24,24,24,549,0,0,,24,24,0,0,,,,M0,,
2987210,0,89837,2948.95,W,15451,555,150,visa,226,credit,87,18,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,F,,,F
2987211,0,89840,15,H,6019,583,150,visa,226,credit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,140,0,,,,,,,,,,,,
2987212,0,89844,117,W,2560,562,150,visa,162,credit,87,9,,yahoo.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,F
2987213,0,89867,499.95,W,6957,,150,visa,166,debit,87,27,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,F,F,,,T
2987214,0,89878,99,W,5033,269,150,mastercard,224,debit,87,80,,aol.com,,3,4,0,0,0,2,0,0,2,0,1,0,2,2,11,,4,4,2,,,,,4,4,,,,152,T,T,F,M1,F,F
2987215,0,89886,209.95,W,9002,453,150,visa,226,debit,87,10,,icloud.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,,,F
2987216,0,89916,100,W,10057,225,150,mastercard,224,debit,87,,,,,7,5,0,0,2,2,0,0,3,0,4,0,17,7,10,10,10,,,,,,,10,,,,,10,,,,,,T
2987217,0,89924,15,W,14637,480,150,mastercard,171,debit,87,5,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,F
2987218,0,89930,117,W,12469,360,150,mastercard,166,debit,87,90,,gmail.com,,1,1,0,0,0,3,0,0,3,0,1,0,3,1,3,3,0,0,0,,,,,2,90,,,,2,T,F,F,M0,F,T
2987219,0,89931,50,W,10027,101,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,2,0,0,2,0,1,0,6,1,32,32,9,28,9,,,,,32,,,,,32,,,,M0,T,F
2987220,0,89940,49,W,14290,512,150,visa,226,debit,87,15,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,F,T
2987221,0,89941,68.5,W,12469,360,150,mastercard,166,debit,87,,,gmail.com,,1,1,0,0,0,3,0,0,3,0,2,0,37,1,483,483,35,482,35,,,,,482,,,,,0,,,,M0,T,F
2987222,0,89942,590.4,W,6832,134,150,visa,226,credit,87,,,icloud.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,F
2987223,0,89948,54,W,2616,,150,discover,102,credit,87,0,,,,1,1,0,0,0,0,0,0,1,0,1,0,2,1,83,83,82,,,,,,,82,82,,,,82,T,T,T,M0,F,T
2987224,0,89966,67.95,W,16075,514,150,mastercard,102,credit,87,,,,,2,1,0,0,1,1,0,0,0,0,1,0,2,2,0,,,,,,,,,17,,,,,17,,,,,,F
2987225,0,89969,43,W,9500,321,150,visa,226,debit,87,,,aol.com,,2,1,0,0,0,1,0,0,2,0,1,0,7,2,86,86,4,299,4,,,,,299,,,,,299,,,,M1,T,T
2987226,0,89989,39,W,6755,586,150,mastercard,224,credit,87,91,,gmail.com,,2,1,0,0,0,1,0,0,1,0,1,0,2,2,163,,163,163,37,,,,,163,163,,,,163,T,T,T,M0,T,F
2987227,0,89990,1973,W,11839,490,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,F
2987228,0,90014,75,W,7664,490,150,visa,226,debit,87,,,yahoo.com,,2,2,0,0,1,2,0,0,2,0,2,0,10,2,234,234,11,233,11,,,,,233,,,,,233,,,,,,T
2987229,0,90034,49,W,18249,360,150,mastercard,166,debit,87,10,,gmail.com,,2,3,0,0,0,2,0,0,3,0,2,0,13,1,343,343,2,342,2,,,,,0,66,,,,66,T,T,T,M0,T,F
2987230,0,90084,107.95,W,6170,174,150,visa,226,debit,87,14,,yahoo.com,,4,2,0,0,3,1,0,0,3,0,2,0,11,3,51,51,14,311,14,,,,,234,193,,,,81,T,T,T,,,F
2987231,0,90085,474.95,W,4591,215,150,visa,195,debit,87,3,,yahoo.com,,2,1,0,0,1,1,0,0,2,0,2,0,2,2,0,,,30,30,,,,,30,0,,,,0,T,T,F,,,T
2987232,0,90098,25.95,W,14502,191,150,visa,226,debit,87,2,,yahoo.com,,2,2,0,0,1,1,0,0,1,0,1,0,2,2,0,,,55,55,,,,,0,55,,,,55,T,T,T,,,T
2987233,0,90110,116,W,5033,269,150,mastercard,224,debit,87,80,,gmail.com,,3,4,0,0,0,2,0,0,2,0,1,0,2,2,11,,0,152,2,,,,,4,4,,,,152,T,T,F,M1,F,F
2987234,0,90111,150.5,W,16132,111,150,visa,226,debit,87,,,,,1,2,0,0,0,1,0,0,2,0,1,0,10,1,102,102,3,,,,,,,3,,,,,102,,,,M0,F,F
2987235,0,90147,50,W,13734,491,150,visa,226,debit,87,,,,,5,4,0,0,2,1,0,0,3,0,4,0,6,5,456,456,32,,,,,,,477,,,,,479,,,,,,
2987236,0,90149,30,H,10023,111,150,visa,226,debit,87,,,yahoo.com,gmail.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987237,0,90156,200,W,14290,512,150,visa,226,debit,87,6,,yahoo.com,,2,2,0,0,3,2,0,0,3,0,3,0,16,2,480,480,50,480,50,,,,,480,480,,,,211,T,T,T,,,T
2987238,0,90163,226,W,17188,321,150,visa,226,debit,87,,,,,1,2,0,0,0,1,0,0,2,0,1,0,16,1,318,318,12,,,,,,,12,,,,,318,,,,M0,T,F
2987239,0,90178,171,W,10616,583,150,visa,226,credit,87,4,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,T
2987240,1,90193,37.098,C,13413,103,185,visa,137,credit,,,,hotmail.com,hotmail.com,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,,,0,,0,,45.04166412,0.041666001,0,,0,0,0,0,,,,M2,,
2987241,0,90232,250,W,5567,583,150,visa,226,credit,87,,,hotmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,6,1,463,463,72,462,72,,,,,462,,,,,462,,,,M0,F,T
2987242,0,90244,24.95,W,2019,369,150,mastercard,224,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,,,0,,,,,,0,,,,,0,,,,,,T
2987243,1,90246,37.098,C,13413,103,185,visa,137,credit,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,,,0,0,0,0,45.04166412,0.041666001,0,,0,0,0,0,,,,M2,,
2987244,0,90294,15,W,9175,111,150,visa,226,debit,87,,,gmail.com,,2,1,0,0,1,1,0,0,2,0,1,0,12,2,172,172,27,242,27,,,,,242,,,,,242,,,,,,F
2987245,1,90295,37.098,C,13413,103,185,visa,137,credit,,,,hotmail.com,hotmail.com,2,1,0,1,0,1,1,1,0,1,1,1,0,0,0,,,0,0,0,0,45.04166412,0.041666001,0,,0,0,0,0,,,,M2,,
2987246,0,90299,50,W,17400,174,150,visa,226,debit,87,,,icloud.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,0,0,0,,,,,0,,,,,0,,,,M0,T,F
2987247,0,90308,58.95,W,15757,322,150,visa,195,debit,87,,,gmail.com,,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,,,0,,,,,,0,,,,,0,,,,,,F
2987248,0,90325,50,H,11660,555,150,visa,226,credit,87,,,yahoo.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987249,0,90327,78.95,W,12544,321,150,visa,226,debit,87,12,,gmail,,1,1,0,0,2,4,0,0,1,0,1,0,32,1,379,379,5,0,,,,,,493,485,,,,485,T,T,T,,,T
2987250,0,90332,289.95,W,7861,494,150,visa,226,credit,87,12,,gmail.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,,,T
2987251,0,90365,100,W,10057,225,150,mastercard,224,debit,87,,,,,7,5,0,0,2,2,0,0,3,0,4,0,18,7,10,10,0,,,,,,,10,,,,,10,,,,,,T
2987252,0,90366,48.638,C,2115,415,185,mastercard,195,credit,,,240,anonymous.com,anonymous.com,1,2,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.041666001,0.041666001,0,,0,0,2,0,,,,M0,,
2987253,0,90370,200,W,4184,532,150,mastercard,224,debit,87,0,,,,9,7,0,0,7,7,0,0,5,0,7,0,47,9,153,153,29,,,,,,,152,429,,,,152,T,T,T,,,T
2987254,0,90392,54.5,W,17598,268,150,visa,166,debit,87,38,,live.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,T,T
2987255,0,90440,54,W,9500,321,150,visa,226,debit,87,6,,hotmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,T,M0,F,T
2987256,0,90441,108.95,W,9653,313,150,visa,226,debit,87,51,,gmail.com,,199,183,0,0,123,139,0,0,114,0,154,0,478,173,0,,,453,92,,,,,453,231,,,,453,T,T,T,,,T
2987257,0,90445,2038.95,W,18320,474,150,mastercard,195,debit,87,1,,,,1,3,0,0,1,1,0,0,1,0,1,0,2,1,142,142,141,,,,,,,0,141,,,,142,T,T,T,,,F
2987258,0,90478,48.638,C,2115,415,185,mastercard,195,credit,,,240,anonymous.com,anonymous.com,1,3,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.041666001,0.041666001,0,,0,0,2,0,,,,M0,,
2987259,0,90480,42.596,C,16346,324,185,visa,226,credit,,,,hotmail.com,hotmail.com,2,44,0,1,0,1,1,49,0,31,4,4,30,2,339,233,25,338,11,338,11,,,0,,338,0,,338,,,,M2,,
2987260,0,90487,34.5,W,10882,543,150,mastercard,224,debit,87,10,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,F,M0,F,T
2987261,0,90492,59,W,10049,555,150,visa,226,debit,87,8,,,,1,3,0,0,1,1,0,0,3,0,1,0,11,1,322,322,2,,,,,,,26,26,,,,321,T,T,T,M1,F,T
2987262,0,90504,55.829,C,9300,103,185,visa,138,debit,,,70,anonymous.com,anonymous.com,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,,,0,,0,,,,0,,0,0,,0,,,,M0,,
2987263,0,90515,385.78,W,15066,170,150,mastercard,102,credit,87,0,,yahoo.com,,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,,,0,,,,,,0,0,,,,0,T,T,F,,,T
2987264,0,90525,48.95,W,1804,161,150,mastercard,117,debit,87,45,,,,1,1,0,0,1,1,0,0,1,0,1,0,8,1,163,163,58,,,,,,,163,163,,,,163,T,T,T,,,F
2987265,0,90581,50,H,17400,174,150,visa,226,debit,87,,,icloud.com,icloud.com,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2987266,0,90581,48.578,C,4461,375,185,mastercard,224,debit,,,2,live.com.mx,live.com.mx,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M2,,
2987267,0,90593,29,W,12577,268,150,visa,166,debit,87,,,,,2,1,0,0,0,4,0,0,6,0,1,0,7,2,31,31,0,,,,,,,125,,,,,125,,,,M0,F,F
2987268,0,90608,30.95,W,12839,321,150,visa,226,debit,87,,,anonymous.com,,10,9,0,0,2,6,0,0,6,0,5,0,21,9,127,127,10,127,10,,,,,127,,,,,127,,,,,,T
2987269,0,90610,25,W,4921,475,150,visa,226,debit,87,405,,,,2,2,0,0,2,0,0,0,2,0,3,0,15,2,303,303,24,,,,,,,302,165,,,,302,T,F,F,,,T
2987270,0,90630,50,H,17400,174,150,visa,226,debit,87,,,icloud.com,icloud.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,0.041666001,0.041666001,,,,,,,,,,,,
2987271,0,90635,50,R,9596,369,150,mastercard,224,debit,87,,,comcast.net,yahoo.com,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,
2987272,0,90652,25,W,11204,298,150,visa,226,debit,87,,,gmail.com,,1,1,0,0,0,1,0,0,1,0,1,0,9,1,48,48,6,48,6,,,,,48,,,,,48,,,,M0,T,T
2987273,0,90655,200,H,15063,514,150,visa,226,credit,87,,,gmail.com,,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,,,0,,,,,,0,,,,0,,,,,,,
